"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-28"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 울산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"13622","울산광역시 울주군 범서읍 굴화리","7-1","0007","0001","강변그린빌(7-1)","59.6400","202503","04","30,500","404","14","개인","개인","2002","울밀로 2879-8","-","중개거래","울산 남구, 울산 울주군","25.04.10"
"13623","울산광역시 울주군 범서읍 굴화리","758","0758","0000","문수산 더샵","84.7900","202503","04","50,800","104","12","개인","개인","2014","장검길 88","-","중개거래","울산 울주군","25.04.21"
"13624","울산광역시 울주군 언양읍 서부리","411","0411","0000","서울산한신휴플러스","77.6725","202503","04","28,200","107","5","개인","개인","2013","웃방천1길 48","-","중개거래","울산 울주군","25.03.31"
"13625","울산광역시 북구 천곡동","1152","1152","0000","새천곡한신휴플러스1단지","84.9870","202503","04","27,800","101","5","개인","개인","2013","천곡남로 97","-","중개거래","울산 북구","25.05.19"
"13626","울산광역시 중구 우정동","369-1","0369","0001","선경2차","84.9400","202503","04","38,600","203","7","개인","개인","1997","유곡로 10","-","중개거래","울산 중구","25.04.18"
"13627","울산광역시 남구 삼산동","1403-3","1403","0003","태화강더뷰","24.4252","202503","04","8,100","-","20","개인","개인","2017","번영로 266","-","중개거래","울산 남구","25.03.14"
"13628","울산광역시 중구 복산동","186-2","0186","0002","남운럭키","84.5450","202503","04","20,800","1","14","개인","개인","1989","도화골길 28","-","중개거래","울산 중구","25.04.25"
"13629","울산광역시 남구 선암동","BL-29-1","0029","0001","신선산휴먼빌","84.4170","202503","04","28,300","103","13","개인","개인","2008","두왕로34번길 42","-","중개거래","울산 남구","25.03.28"
"13630","울산광역시 남구 선암동","180-236","0180","0236","삼호","39.4750","202503","04","5,500","삼호아파트","4","개인","개인","1987","산업로303번길 35","-","중개거래","울산 남구","25.03.20"
"13631","울산광역시 중구 우정동","369-1","0369","0001","선경2차","59.7400","202503","04","31,000","208","9","개인","개인","1997","유곡로 10","-","직거래","-","25.03.10"
"13632","울산광역시 남구 무거동","1535-1","1535","0001","무거한라1차","59.4000","202503","04","15,900","-","20","개인","개인","1996","신복로46번길 26","-","중개거래","울산 남구","25.04.07"
"13633","울산광역시 남구 무거동","275-1","0275","0001","굴화주공1","59.9900","202503","04","20,800","108","6","개인","개인","1997","굴화4길 20","-","중개거래","울산 남구","25.06.10"
"13634","울산광역시 남구 무거동","275-1","0275","0001","굴화주공1","59.9900","202503","04","21,000","103","18","개인","개인","1997","굴화4길 20","-","중개거래","울산 남구","25.09.30"
"13635","울산광역시 남구 무거동","478-1","0478","0001","울산옥현주공2","59.8900","202503","04","27,850","205","8","개인","개인","2000","옥현로 92-12","-","중개거래","울산 남구","25.06.09"
"13636","울산광역시 남구 무거동","1584","1584","0000","무거동롯데캐슬","151.5016","202503","04","55,000","104","9","개인","개인","2009","신복로79번길 14","-","중개거래","울산 남구","25.05.26"
"13637","울산광역시 남구 무거동","833-1","0833","0001","선경","71.9850","202503","04","13,300","선경아파트","7","개인","개인","1991","신복로 67","-","중개거래","울산 남구","25.03.14"
"13638","울산광역시 북구 매곡동","532","0532","0000","매곡현대아파트(101~106동)","49.8050","202503","04","8,000","101","5","개인","개인","1994","매곡1로 13","-","중개거래","울산 북구","25.03.12"
"13639","울산광역시 동구 화정동","162","0162","0000","대송현대1","59.8450","202503","04","10,250","102","15","개인","개인","1990","대송1길 10","-","중개거래","울산 동구","25.04.11"
"13640","울산광역시 남구 달동","809-1","0809","0001","달동SKVIEW","76.0200","202503","04","41,500","101","12","개인","개인","1999","중앙로128번길 54","-","중개거래","울산 남구","25.05.14"
"13641","울산광역시 남구 달동","809-1","0809","0001","달동SKVIEW","59.7600","202503","04","28,500","105","10","개인","개인","1999","중앙로128번길 54","-","중개거래","울산 남구","25.04.28"
"13642","울산광역시 남구 달동","1352-2","1352","0002","달동힐스테이트1차","84.8380","202503","04","54,500","101","1","개인","개인","2006","왕생로86번길 28","-","중개거래","울산 남구","25.10.17"
"13643","울산광역시 중구 다운동","768","0768","0000","다운","39.9900","202503","04","5,320","202","5","법인","법인","1992","다운6길 16","-","직거래","-","25.03.06"
"13644","울산광역시 중구 태화동","207-2","0207","0002","우정혁신엘에이치3단지","59.9700","202503","04","36,500","305","5","개인","개인","2014","유곡로 99","-","중개거래","경기 용인시 수지구, 울산 중구","25.05.27"
"13645","울산광역시 남구 야음동","594-37","0594","0037","신정현대홈타운1","81.8700","202503","04","36,000","105","15","개인","개인","1999","대암로 81","-","중개거래","울산 남구","25.04.24"
"13646","울산광역시 중구 태화동","200-7","0200","0007","동덕현대맨션","84.8300","202503","04","19,000","에이동","2","개인","개인","1990","유곡로 55","-","중개거래","울산 중구","25.03.17"
"13647","울산광역시 남구 야음동","911","0911","0000","대현더샵","68.6320","202503","04","68,100","208동","16","개인","개인","2018","야음로26번길 34","-","중개거래","울산 남구","25.06.10"
"13648","울산광역시 북구 호계동","BL-2-1","0002","0001","호계1차한양수자인아파트","84.9940","202503","04","32,000","104동","12","개인","개인","2016","호수중앙로 46","-","직거래","-","25.03.28"
"13649","울산광역시 중구 태화동","200-7","0200","0007","동덕현대맨션","84.8300","202503","04","19,000","-","2","개인","개인","1990","유곡로 55","20250317","중개거래","울산 중구","-"
"13650","울산광역시 중구 태화동","431-10","0431","0010","전원타운","66.4050","202503","04","21,700","2","3","개인","개인","1991","신기길 31","-","중개거래","울산 중구","25.05.20"
"13651","울산광역시 동구 전하동","640-1","0640","0001","전하아이파크","116.0220","202503","04","51,900","-","14","개인","개인","2012","봉수로 270","20250306","중개거래","울산 동구","-"
"13652","울산광역시 동구 전하동","640-1","0640","0001","전하아이파크","116.0220","202503","04","51,900","202","14","개인","개인","2012","봉수로 270","-","중개거래","울산 동구","25.06.30"
"13653","울산광역시 중구 반구동","442-1","0442","0001","승웅아트빌","81.1300","202503","04","13,200","-","2","개인","개인","2002","해오름길 11-7","-","중개거래","울산 중구","25.03.21"
"13654","울산광역시 남구 신정동","564-3","0564","0003","드림하우스","84.7145","202503","04","27,200","-","4","개인","법인","2016","봉월로114번길 19","-","중개거래","울산 남구","25.03.28"
"13655","울산광역시 남구 삼산동","1564-1","1564","0001","삼산동대성스카이렉스","152.6200","202503","04","52,800","101","9","개인","개인","2010","삼산로 303","-","중개거래","울산 남구","25.05.29"
"13656","울산광역시 남구 상개동","152-6","0152","0006","상개목화","48.8297","202503","04","9,200","101","14","개인","개인","2002","두왕로48번길 18","-","중개거래","울산 남구","25.05.07"
"13657","울산광역시 남구 삼산동","1564-1","1564","0001","삼산동대성스카이렉스","125.0500","202503","04","50,200","101","13","개인","개인","2010","삼산로 303","-","중개거래","울산 남구","25.03.20"
"13658","울산광역시 남구 삼산동","1564-1","1564","0001","삼산동대성스카이렉스","125.0500","202503","04","52,600","101","24","개인","개인","2010","삼산로 303","-","중개거래","울산 남구","25.03.14"
"13659","울산광역시 중구 남외동","500","0500","0000","에일린의뜰","84.9920","202503","03","48,000","114","7","개인","개인","2007","남외1길 105","-","중개거래","울산 중구","25.03.31"
"13660","울산광역시 중구 약사동","1101","1101","0000","약사아이파크","59.7100","202503","03","46,000","113동","13","개인","개인","2015","평산로 50","-","중개거래","울산 중구","25.03.24"
"13661","울산광역시 남구 두왕동","747-1","0747","0001","대공원호반베르디움3차","59.9880","202503","03","33,000","-","4","개인","개인","2019","테크노산업로82번길 62","-","중개거래","울산 남구","-"
"13662","울산광역시 중구 복산동","40-9","0040","0009","번영로드림파크","29.0604","202503","03","8,050","-","6","개인","개인","2016","계변로 54","-","중개거래","울산 중구","25.03.14"
"13663","울산광역시 동구 서부동","248-24","0248","0024","서부성원상떼빌","84.8500","202503","03","31,500","109","25","개인","개인","2005","봉수로 450","-","중개거래","울산 동구","25.05.02"
"13664","울산광역시 동구 서부동","248-24","0248","0024","서부성원상떼빌","59.9200","202503","03","21,000","104","16","개인","개인","2005","봉수로 450","-","중개거래","울산 동구","25.06.27"
"13665","울산광역시 남구 야음동","885","0885","0000","대현동디아채","84.6884","202503","03","43,600","103","12","개인","개인","2011","수암로196번길 20","-","중개거래","울산 남구","25.05.16"
"13666","울산광역시 중구 반구동","679","0679","0000","e편한세상강변","84.9634","202503","03","52,500","104","4","개인","개인","2015","반구로 55","-","중개거래","울산 중구","25.06.10"
"13667","울산광역시 남구 신정동","1868","1868","0000","대공원월드메르디앙","84.7118","202503","03","111,000","-","10","개인","개인","2008","대공원로 207","20250311","중개거래","울산 남구","-"
"13668","울산광역시 남구 야음동","594-10","0594","0010","신정현대홈타운2","114.6000","202503","03","49,500","207","21","개인","개인","1999","대암로 82","-","중개거래","울산 남구","25.04.30"
"13669","울산광역시 남구 신정동","1831-14","1831","0014","예송하이파크","81.7582","202503","03","26,500","-","8","개인","개인","2003","대암로 15","-","중개거래","울산 남구","25.05.13"
"13670","울산광역시 동구 방어동","971-1","0971","0001","삼전아이필2차","59.5698","202503","03","11,500","101","8","개인","개인","2005","화잠1길 29","-","중개거래","울산 동구","25.04.10"
"13671","울산광역시 남구 야음동","701-1","0701","0001","수암한라에이스빌","84.7298","202503","03","41,000","102","11","개인","개인","2003","수암로128번길 24","-","중개거래","울산 남구","25.03.31"
"13672","울산광역시 남구 야음동","943","0943","0000","번영로하늘채센트럴파크","59.9120","202503","03","52,900","107동","3","개인","개인","2022","번영로16번길 14","-","중개거래","울산 남구","25.06.04"
"13673","울산광역시 남구 야음동","594-10","0594","0010","신정현대홈타운2","114.6000","202503","03","49,500","-","21","개인","개인","1999","대암로 82","20250303","중개거래","울산 남구","-"
"13674","울산광역시 동구 전하동","549-14","0549","0014","현대패밀리전하","59.9600","202503","03","13,250","102","8","개인","법인","1997","녹수11길 50","-","중개거래","울산 동구","25.05.02"
"13675","울산광역시 남구 신정동","1889","1889","0000","문수로2차IPARK1단지","101.4887","202503","03","120,000","106","20","개인","개인","2013","동산로69번길 13","-","중개거래","울산 남구","25.04.14"
"13676","울산광역시 남구 신정동","1853","1853","0000","신성미소지움2단지","119.9400","202503","03","63,000","208","2","개인","개인","2007","대암로 26","-","중개거래","울산 남구","25.06.02"
"13677","울산광역시 남구 옥동","257","0257","0000","옥동서광","59.9800","202503","03","36,200","102","12","개인","개인","1998","문수로314번길 11","-","중개거래","울산 남구","25.06.11"
"13678","울산광역시 남구 무거동","488-13","0488","0013","옥현으뜸마을주공3","84.6600","202503","03","42,500","-","4","개인","개인","2001","옥현로 34","20250616","중개거래","울산 남구","-"
"13679","울산광역시 북구 매곡동","532","0532","0000","매곡현대아파트(101~106동)","49.8050","202503","03","9,050","104","12","개인","개인","1994","매곡1로 13","-","중개거래","울산 북구","25.03.28"
"13680","울산광역시 북구 매곡동","864","0864","0000","월드메르디앙월드시티","104.1191","202503","03","44,400","112","17","개인","개인","2011","매산로 65","-","중개거래","울산 북구","25.06.09"
"13681","울산광역시 남구 무거동","1535-1","1535","0001","무거한라1차","84.8100","202503","03","20,900","-","15","개인","개인","1996","신복로46번길 26","-","중개거래","울산 남구","25.06.13"
"13682","울산광역시 동구 화정동","168-9","0168","0009","삼성궁전","84.2000","202503","03","19,500","-","6","개인","개인","1995","대송10길 6","-","중개거래","울산 동구","25.04.25"
"13683","울산광역시 남구 무거동","275-1","0275","0001","굴화주공1","59.9900","202503","03","21,800","110","7","개인","개인","1997","굴화4길 20","-","중개거래","울산 남구","25.04.29"
"13684","울산광역시 남구 신정동","1868","1868","0000","대공원월드메르디앙","128.8128","202503","03","111,000","-","11","개인","개인","2008","대공원로 207","-","중개거래","울산 남구","-"
"13685","울산광역시 울주군 범서읍 천상리","267","0267","0000","문수애시앙3단지","126.2400","202503","03","49,800","-","3","개인","개인","2014","대동길 21","-","중개거래","울산 울주군","-"
"13686","울산광역시 울주군 범서읍 천상리","266","0266","0000","문수애시앙2단지","84.7800","202503","03","43,500","-","11","개인","개인","2014","대동길 21","-","중개거래","울산 울주군","-"
"13687","울산광역시 북구 달천동","1-5","0001","0005","달천아이파크1차","84.9520","202503","03","34,500","111","10","개인","개인","2008","달천로 50","-","중개거래","울산 북구","25.04.21"
"13688","울산광역시 울주군 범서읍 구영리","211-1","0211","0001","호반베르디움","71.0548","202503","03","34,000","103","10","개인","개인","2007","대리로 15-12","-","중개거래","울산 울주군","25.04.30"
"13689","울산광역시 울주군 범서읍 구영리","204-1","0204","0001","구영1차우미린","67.9250","202503","03","37,000","310","9","개인","개인","2007","구영로 75-9","-","중개거래","울산 울주군","25.04.01"
"13690","울산광역시 울주군 범서읍 구영리","1008","1008","0000","동양아트","59.1000","202503","03","13,000","-","6","개인","개인","1992","점촌6길 28","-","중개거래","울산 울주군","25.03.11"
"13691","울산광역시 북구 명촌동","BL-126-1","0126","0001","평창리비에르1차","84.3909","202503","03","25,000","108","13","개인","개인","2002","명촌10길 22","-","중개거래","울산 북구","25.03.19"
"13692","울산광역시 울주군 서생면 진하리","73-3","0073","0003","진하비치","68.7000","202503","03","10,000","-","4","개인","개인","1993","진하8길 25","20250424","중개거래","울산 울주군","-"
"13693","울산광역시 울주군 범서읍 굴화리","353","0353","0000","월드메르디앙","84.5519","202503","03","54,700","105","15","개인","개인","2008","굴화1길 55","-","중개거래","울산 남구, 울산 울주군","25.04.30"
"13694","울산광역시 울주군 범서읍 굴화리","743-2","0743","0002","문수산동원로얄듀크","99.9959","202503","03","72,300","-","2","개인","개인","2017","장검길 60","-","중개거래","울산 울주군","-"
"13695","울산광역시 울주군 범서읍 굴화리","743-2","0743","0002","문수산동원로얄듀크","99.9959","202503","03","72,300","-","2","개인","개인","2017","장검길 60","20250424","중개거래","울산 울주군","-"
"13696","울산광역시 북구 신천동","530-1","0530","0001","극동스타클래스","84.9421","202503","03","26,200","-","12","개인","개인","2007","신천로 27","20250527","중개거래","울산 북구","-"
"13697","울산광역시 북구 신천동","799","0799","0000","신천효성해링턴플레이스","59.5699","202503","03","27,000","105동","20","개인","개인","2018","신천로 26","-","중개거래","울산 북구","25.04.18"
"13698","울산광역시 울주군 범서읍 굴화리","743-1","0743","0001","문수산푸르지오","84.6478","202503","03","50,500","103","17","개인","개인","2014","장검길 48","-","중개거래","울산 울주군, 울산 중구","25.05.30"
"13699","울산광역시 북구 염포동","326","0326","0000","염포성원상떼빌","59.8900","202503","03","16,600","120","4","개인","개인","2004","염포로 685","-","중개거래","울산 북구","25.03.17"
"13700","울산광역시 울주군 온양읍 망양리","794","0794","0000","e편한세상울산온양","74.9934","202503","03","27,000","109동","3","개인","개인","2018","망양길 50","-","중개거래","울산 울주군","25.04.30"
"13701","울산광역시 북구 산하동","1033-1","1033","0001","울산블루마시티2차푸르지오","59.7799","202503","03","21,500","101","17","개인","개인","2015","강동산하2로 43","-","중개거래","울산 북구","25.05.02"
"13702","울산광역시 북구 산하동","968-1","0968","0001","울산블루마시티푸르지오","59.9853","202503","03","19,500","102","12","개인","개인","2014","강동산하5로 66","-","중개거래","울산 북구","25.03.28"
"13703","울산광역시 울주군 웅촌면 대복리","302","0302","0000","한솔그린빌","49.9300","202503","03","5,700","705","4","개인","개인","1997","삼동로 1617","-","중개거래","울산 울주군","25.05.02"
"13704","울산광역시 북구 중산동","688-3","0688","0003","대암파크랜드","84.2800","202503","03","8,000","101","5","개인","개인","2002","이화1길 29","-","중개거래","울산 북구","25.04.28"
"13705","울산광역시 북구 중산동","1277-1","1277","0001","울산오토밸리로Z00M파크","59.8500","202503","03","24,000","110","14","개인","개인","2016","중산서로 19","-","중개거래","울산 북구","25.04.25"
"13706","울산광역시 북구 송정동","1237-2","1237","0002","울산송정반도유보라아이비파크","84.9456","202503","03","59,000","108동","7","개인","개인","2019","화산로 104","-","중개거래","울산 북구","25.03.28"
"13707","울산광역시 북구 송정동","1237-2","1237","0002","울산송정반도유보라아이비파크","84.9456","202503","03","62,700","-","21","개인","개인","2019","화산로 104","-","중개거래","울산 북구","-"
"13708","울산광역시 북구 송정동","1237-2","1237","0002","울산송정반도유보라아이비파크","84.9456","202503","03","59,000","-","7","개인","개인","2019","화산로 104","20250315","중개거래","울산 북구","-"
"13709","울산광역시 북구 양정동","500-33","0500","0033","양정힐스테이트","84.9570","202503","03","25,900","104","6","개인","개인","2007","염포로 459","-","중개거래","울산 북구","25.03.10"
"13710","울산광역시 울주군 온양읍 발리","1318","1318","0000","울산온양한양립스","68.6576","202503","03","33,500","103","28","개인","개인","2024","발리동상로 35","-","중개거래","울산 울주군","25.04.01"
"13711","울산광역시 울주군 언양읍 반천리","1023-51","1023","0051","반천현대","84.8900","202503","02","11,300","102","12","개인","개인","1994","반천강변길 51","-","중개거래","울산 울주군","25.03.05"
"13712","울산광역시 북구 천곡동","410-1","0410","0001","쌍용아진그린4","84.9200","202503","02","22,500","406","14","개인","개인","1998","천곡남로 38","-","중개거래","울산 북구","25.06.30"
"13713","울산광역시 북구 화봉동","1471","1471","0000","화봉휴먼시아","84.9500","202503","02","40,500","306","7","개인","개인","2009","화산로 19","-","중개거래","울산 북구","25.04.30"
"13714","울산광역시 울주군 온양읍 대안리","542","0542","0000","대안IPARK","84.8600","202503","02","17,500","101","8","개인","개인","1993","남창강변로 93","-","중개거래","울산 울주군","25.03.20"
"13715","울산광역시 북구 중산동","1166-18","1166","0018","이화제일그린파크","79.5600","202503","02","6,500","1","13","개인","개인","1992","이화5길 63","-","중개거래","울산 북구","25.04.10"
"13716","울산광역시 북구 천곡동","410-1","0410","0001","쌍용아진그린4","84.9200","202503","02","22,500","-","14","개인","개인","1998","천곡남로 38","20250508","중개거래","울산 북구","-"
"13717","울산광역시 울주군 범서읍 구영리","796-2","0796","0002","한신","57.9000","202503","02","8,450","203","4","개인","개인","1994","점촌4길 77","-","중개거래","울산 울주군","25.03.25"
"13718","울산광역시 울주군 온양읍 대안리","417","0417","0000","미도파","59.7600","202503","02","10,000","107","9","개인","개인","1993","연안8길 38","-","중개거래","울산 울주군","25.03.20"
"13719","울산광역시 북구 천곡동","411","0411","0000","쌍용아진그린3","59.9520","202503","02","11,400","306","1","개인","개인","1996","아진로 115","-","중개거래","울산 북구","25.06.30"
"13720","울산광역시 울주군 범서읍 천상리","266","0266","0000","문수애시앙2단지","118.6300","202503","02","45,900","202","12","개인","개인","2014","대동길 21","-","중개거래","울산 울주군","25.05.15"
"13721","울산광역시 북구 화봉동","1463","1463","0000","화봉쌍용예가","84.9800","202503","02","45,000","114","2","개인","개인","2014","화동로 11","-","중개거래","울산 북구","25.08.22"
"13722","울산광역시 북구 신천동","317-5","0317","0005","문화청솔","84.1350","202503","02","13,500","102","9","개인","개인","1994","호계로 327-8","-","중개거래","울산 북구","25.05.28"
"13723","울산광역시 북구 신천동","799","0799","0000","신천효성해링턴플레이스","74.9554","202503","02","33,400","111동","21","개인","개인","2018","신천로 26","-","중개거래","울산 북구","25.04.18"
"13724","울산광역시 북구 양정동","500-33","0500","0033","양정힐스테이트","59.9790","202503","02","19,400","114","6","개인","개인","2007","염포로 459","-","중개거래","울산 북구","25.04.23"
"13725","울산광역시 북구 중산동","622","0622","0000","중산현대","84.9800","202503","02","9,000","202","14","개인","개인","1995","이화5길 20","-","중개거래","울산 북구","25.03.28"
"13726","울산광역시 중구 유곡동","215","0215","0000","우정혁신도시2차동원로얄듀크","84.9967","202503","02","64,000","-","18","개인","개인","2014","종가4길 10","20250313","중개거래","울산 중구","-"
"13727","울산광역시 남구 무거동","1535-1","1535","0001","무거한라1차","59.4000","202503","02","16,150","-","8","개인","개인","1996","신복로46번길 26","-","중개거래","울산 남구","25.05.20"
"13728","울산광역시 중구 반구동","290-2","0290","0002","한라그랜드","59.8950","202503","02","13,000","한라그랜드맨션","10","개인","개인","1994","반구정9길 10","-","중개거래","울산 중구","25.03.31"
"13729","울산광역시 동구 방어동","929-7","0929","0007","동구미소지움","59.1652","202503","02","19,900","-","9","개인","개인","2019","방어진순환도로 470","-","중개거래","울산 남구","25.04.30"
"13730","울산광역시 동구 화정동","149-1","0149","0001","금강","53.8400","202503","02","8,000","202","9","개인","개인","1990","봉수로 170","-","중개거래","울산 동구","25.03.17"
"13731","울산광역시 남구 야음동","796-17","0796","0017","신선","46.5300","202503","02","12,000","102","10","개인","개인","1995","야음로 4","-","중개거래","울산 남구","25.03.28"
"13732","울산광역시 동구 화정동","655-11","0655","0011","야우쉐르빌","37.9000","202503","02","5,200","-","8","개인","개인","2004","등대로 8-4","-","중개거래","울산 동구","25.03.10"
"13733","울산광역시 남구 신정동","1919","1919","0000","문수로대공원에일린의뜰","75.9378","202503","02","86,900","102동","18","개인","개인","2023","문수로463번길 6","-","중개거래","울산 남구","25.06.09"
"13734","울산광역시 남구 삼산동","1529-1","1529","0001","벽산강변타운","74.9800","202503","02","27,800","101","23","개인","개인","1998","화합로 250","-","중개거래","울산 남구","25.05.20"
"13735","울산광역시 남구 삼산동","324-15","0324","0015","한화꿈에그린아파트1단지","127.4689","202503","02","62,500","-","17","개인","개인","2010","산업로613번길 26","20250307","중개거래","울산 남구","-"
"13736","울산광역시 남구 삼산동","1605-3","1605","0003","현대문화1차","59.7600","202503","02","15,200","현대문화아파트 101","7","개인","개인","1996","화합로102번길 10","-","중개거래","울산 남구","25.05.07"
"13737","울산광역시 남구 달동","1352-5","1352","0005","달동현대1","84.9900","202503","02","32,000","101","14","개인","개인","1990","삼산중로 83","-","직거래","-","25.03.27"
"13738","울산광역시 중구 약사동","707-48","0707","0048","삼성래미안2차2단지","84.7750","202503","02","43,000","202","5","개인","개인","2004","약사로 40","-","중개거래","울산 중구","25.05.15"
"13739","울산광역시 남구 야음동","878","0878","0000","롯데캐슬골드1단지","74.9300","202503","02","47,000","110","14","개인","개인","2008","신선로 45","-","중개거래","울산 남구","25.08.08"
"13740","울산광역시 중구 우정동","723-1","0723","0001","청우하이츠","59.2500","202503","02","13,800","101","6","개인","개인","1995","평동길 26","-","중개거래","울산 중구","25.04.15"
"13741","울산광역시 동구 서부동","257-4","0257","0004","현대패밀리서부","59.7800","202503","02","9,600","117","8","개인","개인","1992","방어진순환도로 995","-","중개거래","울산 동구","25.03.12"
"13742","울산광역시 남구 삼산동","1461-3","1461","0003","삼신현대","70.1850","202503","02","28,500","103","12","개인","개인","1991","월평로 272","-","중개거래","울산 남구","25.05.09"
"13743","울산광역시 중구 장현동","191","0191","0000","에일린의뜰2차아파트","84.9643","202503","02","47,000","-","7","개인","개인","2013","종가로 730","20250407","중개거래","울산 중구","-"
"13744","울산광역시 중구 장현동","191","0191","0000","에일린의뜰2차아파트","84.9643","202503","02","47,000","115","7","개인","개인","2013","종가로 730","-","중개거래","울산 중구","25.04.30"
"13745","울산광역시 중구 유곡동","215","0215","0000","우정혁신도시2차동원로얄듀크","84.9967","202503","02","64,000","207","18","개인","개인","2014","종가4길 10","-","중개거래","울산 중구","25.07.08"
"13746","울산광역시 남구 신정동","1639-1","1639","0001","문수로IPARK1","84.3093","202503","01","84,400","108","15","개인","개인","2003","문수로409번길 20","-","중개거래","울산 남구","25.06.02"
"13747","울산광역시 남구 신정동","1133-7","1133","0007","선샤인2","84.8573","202503","01","30,000","주건축물제1동","4","개인","법인","2017","봉월로82번길 7","-","중개거래","울산 남구","25.03.05"
"13748","울산광역시 동구 서부동","248-24","0248","0024","서부성원상떼빌","84.8500","202503","01","29,500","106","16","개인","개인","2005","봉수로 450","-","중개거래","울산 동구","25.06.05"
"13749","울산광역시 남구 신정동","1868","1868","0000","대공원월드메르디앙","84.7118","202503","01","82,700","106","6","개인","개인","2008","대공원로 207","-","중개거래","울산 남구","25.06.30"
"13750","울산광역시 남구 무거동","488-13","0488","0013","옥현으뜸마을주공3","75.5000","202503","01","37,500","304","7","개인","개인","2001","옥현로 34","-","중개거래","울산 남구","25.03.05"
"13751","울산광역시 남구 신정동","1676","1676","0000","대공원I'PARK(2단지)","59.9400","202503","01","24,700","202동","12","개인","개인","1994","대공원로99번길 38","-","중개거래","울산 남구","25.05.15"
"13752","울산광역시 남구 선암동","723","0723","0000","선암에코하이츠","59.9478","202503","01","29,950","101","13","개인","개인","2015","산업로339번길 27-10","-","중개거래","울산 남구","25.09.03"
"13753","울산광역시 중구 성안동","855-3","0855","0003","경동햇빛마을2단지","78.2618","202503","01","14,700","201","6","개인","개인","2001","함월2길 56","-","중개거래","울산 남구, 울산 중구","25.04.07"
"13754","울산광역시 중구 유곡동","264","0264","0000","에일린의뜰1차","84.9386","202503","01","48,000","101","8","개인","개인","2013","종가5길 10","-","중개거래","울산 중구","25.03.17"
"13755","울산광역시 중구 서동","34-2","0034","0002","서동현대","49.9550","202503","01","10,700","101","12","개인","개인","1992","동천1길 31","-","중개거래","울산 중구","25.03.28"
"13756","울산광역시 남구 삼산동","1607-1","1607","0001","현대문화2차","59.7600","202503","01","15,000","201","10","개인","개인","1998","정동로6번길 18","-","중개거래","울산 남구","25.03.21"
"13757","울산광역시 중구 성안동","858-1","0858","0001","성안금호타운","74.6900","202503","01","17,800","-","13","개인","개인","1998","함월5길 35","20250428","중개거래","울산 중구","-"
"13758","울산광역시 동구 서부동","1049","1049","0000","울산지웰시티자이1단지","59.9908","202503","01","43,700","107","8","개인","개인","2023","서부로 50","-","중개거래","울산 동구","25.06.04"
"13759","울산광역시 중구 우정동","218-2","0218","0002","우정코아루웰메이드","84.9679","202503","01","41,500","101동","7","개인","개인","2019","당산2길 25","-","중개거래","울산 중구","25.10.30"
"13760","울산광역시 북구 매곡동","966","0966","0000","매곡에듀파크에일린의뜰","84.9986","202503","01","44,200","109동","9","개인","개인","2021","신천로 103","-","중개거래","울산 북구","25.03.20"
"13761","울산광역시 북구 매곡동","542-22","0542","0022","정림은하수타운","59.9050","202503","01","9,000","-","12","개인","개인","1996","매곡로 97-8","-","중개거래","울산 북구","25.03.14"
"13762","울산광역시 중구 복산동","186-1","0186","0001","해동성지","59.9100","202503","01","16,350","102","15","개인","개인","2021","도화골길 30","-","중개거래","울산 중구","25.04.30"
"13763","울산광역시 동구 전하동","631-1","0631","0001","e편한세상전하2단지","84.9900","202503","01","40,500","110","6","개인","개인","2013","봉수로 290","-","중개거래","울산 동구","25.06.30"
"13764","울산광역시 중구 장현동","181","0181","0000","골드클래스","76.5143","202503","01","35,800","105","5","개인","개인","2014","종가로 760","-","중개거래","울산 중구","25.04.16"
"13765","울산광역시 동구 화정동","949","0949","0000","힐스테이트 이스턴베이","84.9759","202503","01","44,500","110동","20","개인","개인","2015","화진길 100","-","중개거래","울산 동구","25.06.09"
"13766","울산광역시 중구 장현동","191","0191","0000","에일린의뜰2차아파트","84.9643","202503","01","44,900","104","7","개인","개인","2013","종가로 730","-","중개거래","울산 동구, 울산 중구","25.04.25"
"13767","울산광역시 중구 약사동","612-38","0612","0038","삼성래미안","84.9114","202503","01","51,800","105","4","개인","개인","2001","약사로 10","-","중개거래","울산 중구","25.05.08"
